Cell Line,Inhibitor,Stimulus,Timepoint,4EBP1_pS65,ACC_pS79,AKT_pS473,AKT_pT308,AMPK_pT172,BAD_pS112,c-JUN_pS73,c-Met_pY1235,c-Raf_pS338,CHK1_pS345,CHK2_pT68,EGFR_pY1068,EGFR_pY1173,EGFR_pY992,ER-alpha_pS118,FOXO3a_pS318_S321,GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,S6_pS240_S244,Src_pY416,Src_pY527,STAT3_pY705,TAZ_pS89,YAP_pS127,YB-1_PS102
MCF7,GSK690693,HGF,5,0.650120934394256,0.16892420316669599,1.4439964174453601,1.84386307305684,1.39337242530597,0.610375124355082,0.384874223290878,0.52916751092342,0.679319694546412,0.274116766824422,0.20858731964417201,0.12356643981073599,0.432535789664668,0.10778208644486399,0.881530659904823,0.465069865258169,1.4871837895150701,1.6858203905522902,1.4262246429907,0.220906648880314,0.663247529111491,0.6901417478938571,0.622567050897094,0.488507139347372,0.626085540653944,0.44696282961484296,0.21289783115966196,1.9864976695048502,0.7948910553325501,1.06602674818779,0.223181016384456,1.65761767199147,1.9513572465969597,1.80772874190811,0.9328389818972671,0.09854617243912,1.3235095289279,0.20187405533876102,0.651264690650188,0.345132969063927,0.649140003159875
MCF7,GSK690693,Serum,5,0.715037652451149,0.182637900999217,0.552257823047132,0.842351003997952,1.3789075729648301,0.5645102827096861,0.396664323735101,0.487033652453769,0.44579176222678796,0.251793607279495,0.214715860213494,0.084604500399285,0.4316639373685399,0.12214379278939999,0.8176755520123349,0.48774384405935706,1.26704069370125,1.44125690265495,1.3487457114429,0.243574683355547,0.35931060236545503,0.20292995129692998,0.636917856361497,0.53692790213925,0.6139256402072221,0.443141346246361,0.23898477283734698,1.7443078874745,0.707742409469499,1.1214815735111598,0.24866541438043502,1.1298582385568798,2.00981306848178,1.8064765215395702,0.898537739908011,0.085482935200477,1.43420107933653,0.197630409505441,0.54917888688748,0.368248735757695,0.6300030317692761
MCF7,DMSO,HGF,5,0.7121224111574359,0.17731337505740602,1.0539453231879101,1.26672118519923,1.4021554984211697,0.6002892096317239,0.38754798173231697,0.500068264913454,0.6884297903627579,0.242153781323293,0.20815887662171398,0.152317924369924,0.43125791653356393,0.113884302241525,0.9054855292451899,0.4997767585382821,1.6614566455155801,1.85815768383109,1.4939832481531499,0.21689319229745604,0.7095592713108079,0.735079527631065,0.6534217508037661,0.48814282795963704,0.620255710382416,0.42325711856601095,0.21609231792502698,2.2650904736748303,0.7326811520423759,1.0756486497718,0.21912746122750604,1.84118781566862,2.08146341268777,1.6360017544852299,0.9014773590961509,0.085869649035422,1.278921627579,0.19758000336621803,0.710502109239746,0.397699160106838,0.6640875741646629
MCF7,DMSO,Serum,5,0.729011118747665,0.210790770598003,0.079259557580312,0.31847027107892895,1.55892097168561,0.576297031104954,0.35800885819161793,0.481504052540486,0.44346055723853794,0.25893880236685,0.19329850645747698,0.080583834892977,0.42079897966417795,0.12066114597165599,0.790593673499365,0.5342600121082399,1.38981339290732,1.39544509706007,1.4634950616183502,0.216839670750321,0.31154355386058197,0.196292936138887,0.622901849678569,0.556363459847537,0.666839665042282,0.420662314204729,0.25137190759531,2.02937655583049,0.716996395127462,1.01298136659567,0.227886111672783,1.29411819708402,2.1071304880694197,2.00472330935296,1.04590410802694,0.07287004852159701,1.3349902039388999,0.187624369068273,0.815777676315625,0.40826693531691605,0.5885888156353549
MCF7,GSK690693,NRG1,5,0.7107008665422689,0.17709760568488897,2.1524498915447,3.3143408181262304,1.37742133224499,0.632968051327327,0.39337160962789,0.486451615045332,0.9712377574695801,0.21532072816612602,0.20435369440695397,0.130745987814059,0.44393654243776703,0.125655194227164,0.9144073020678,0.519710219188148,1.68157057833073,1.7411906552048502,1.74377382257244,0.224303637772767,0.7572434102601759,0.7730056040871841,0.657202422118171,0.46484398268116495,0.626081746278237,0.440042841036988,0.236301097242139,2.3028679026180296,0.7450326542974499,0.9997845961504741,0.22588883247827699,1.93142838133766,2.11357407014126,1.78008611685729,1.2708823440398997,0.09112889028153999,1.25789117320108,0.18714047486353402,0.6465829501678461,0.31275610635933504,0.668377573409732
MCF7,PD173074,EGF,5,0.730786851760463,0.173859765806769,0.082310661599066,0.249146944714832,1.5074387202456,0.592143334418295,0.37619124280796706,0.37531033000849895,0.2875648783443,0.287103016663277,0.220539427965853,0.09307110585919401,0.46549433238188603,0.117305564239341,0.909298546918335,0.464352974172355,1.29433776350748,1.52735075228502,1.5414019994613999,0.22958647395168397,0.33776245346202194,0.239950216936903,0.594405012291011,0.567409435056296,0.707100021601492,0.448004838734613,0.185719118883433,2.2449085622309197,0.6763642612063161,1.07041232629824,0.204049790502215,1.1898013319799599,2.02658974885585,3.5383368579114505,1.22097249125548,0.08122192652079699,1.1529214306603401,0.192679113906743,0.661533872827629,0.347814830802716,0.602106239307634
MCF7,PD173074,IGF1,5,0.738623934620473,0.206272679749925,0.788604852561556,0.8648424048630491,1.5719815128331798,0.575470093790932,0.365225196783517,0.44490100543685795,0.37021789841373,0.254961091039774,0.220258696272866,0.087255584297405,0.425121082603754,0.118562614991663,0.9031592041940122,0.46231080360407106,1.7714809227205903,1.87111980740352,1.6759362102480502,0.226458918900746,0.37886890784586996,0.22156435343706699,0.668909877412205,0.5731748381023559,0.5718070204059771,0.44203647597885,0.179437325182299,3.81967137367495,0.651640067979866,1.12858666703094,0.225124566156792,2.26226450694405,2.44435138485737,4.57192422641755,1.4089219813081002,0.100187500868096,1.3617328965881599,0.195701863270763,0.493880840725533,0.316077599539474,0.615998512818112
MCF7,GSK690693_GSK1120212,EGF,5,0.700721787008823,0.19391093991114103,0.7325331855031479,0.799717312752578,1.5682902314366498,0.554817889115989,0.38517803060494604,0.467408875896039,0.34961067835302,0.298517161572597,0.22675311889270897,0.097753261448894,0.453209744044587,0.128687215694194,0.8732947145353341,0.4742171631184339,1.2264338934543602,1.4494688784868401,1.589096956823,0.26448035671198605,0.06371552572177201,0.15998850076152601,0.656245491212161,0.578273227416531,0.685708356780777,0.47055628601546795,0.17560018496968002,2.4574058426133703,0.617092008120723,1.06975086954926,0.21640180077941001,1.10510949251477,2.20791125684128,3.24984895023242,1.2421168677960102,0.08788336236292099,1.36717506561764,0.18962775286798,0.6225886121598531,0.29661878260280294,0.565614972124888
MCF7,GSK690693_GSK1120212,IGF1,5,0.803736167645451,0.14987688263759197,2.05825505583809,2.59102165804482,1.45805741604947,0.637009718824582,0.403362019318375,0.46922009066531106,0.29748691872884103,0.255244233463678,0.22305380948393602,0.08869610280158098,0.43082478841329,0.105759392417762,0.8261336187144691,0.46454576249214896,1.4870612042913702,1.8439739104653998,1.60351737235606,0.22661128361049498,0.094961374007682,0.20207776497152302,0.509760064589546,0.525381117012446,0.629827179516344,0.462953632614035,0.200020672349393,4.1530231533238,0.5988804281562671,1.16345557215976,0.200984489170167,2.25293649801714,2.22135675847124,3.65019749840552,1.25632983750723,0.09517153720852999,1.15638333013941,0.17104879441806198,0.582445647394126,0.319691825235341,0.5698482814210301
MCF7,GSK690693,PBS,5,0.7051584041206349,0.19636870578378196,0.494038476814742,0.6846302258276861,1.47926120955696,0.534988422684171,0.37654729661284203,0.496829115741744,0.500371190003009,0.25247312201892497,0.22032330138425898,0.08250078114655299,0.43055807010025104,0.12225007823832498,0.822675685931817,0.46243189794567696,1.09281058635893,1.2518895255607199,1.3209450778715501,0.220957112653337,0.23578255987830898,0.216634737655963,0.583401290484151,0.4893524099136479,0.646146587786329,0.46497569925295895,0.189940809396655,1.40763682572951,0.6281432612343579,1.06162358834471,0.239580199223573,0.9984526400803241,1.90195112800688,1.57758447964784,0.9157468608823259,0.09680211584005499,1.28247361035652,0.205990712553681,0.653150734635553,0.34075541031554996,0.513606177719809
MCF7,DMSO,NRG1,5,0.75174806683255,0.18249201526058498,2.135462342096,2.4063103185652204,1.47523328892019,0.59757814701817,0.39363202827595706,0.484999906382692,0.75615105702867,0.25508830083009304,0.213675827991752,0.15015387552235598,0.42293990372253204,0.11276456356252199,0.8898975545234751,0.467223448624853,1.84446570160765,2.03651544514998,1.6494800270423302,0.215626455750656,0.6995169839679329,0.703790880793228,0.6404248721512261,0.449724338472606,0.613919059891643,0.435753186362406,0.22143599742353498,2.81594073688383,0.7631880008158181,1.10580784354178,0.226677931531679,2.2461649222067996,2.12076967447748,2.09869130598947,1.06586992093827,0.103387529865724,1.23137470578971,0.198137256316834,0.6826532028454461,0.3524691217165471,0.642675372440593
MCF7,DMSO,PBS,5,0.700211204749447,0.18484467562623003,0.066242599243929,0.28298431304327804,1.42063037940328,0.556269348251786,0.389455925048271,0.495200521166056,0.492527591834632,0.247207508778174,0.20571055036738803,0.08116436977128098,0.43035756994137503,0.12454507439568901,0.7781895855117621,0.524917405455419,1.11448956449364,1.32256965141928,1.3315506847634,0.207652665081256,0.283916076337102,0.242266788588689,0.632373797604479,0.46252516121516896,0.6325007050111989,0.43871395813000397,0.18104560286885701,1.62583383244955,0.625699584451677,1.08950966454875,0.23026538640888103,0.9994674873443259,1.97183904381096,1.8635053746107,0.989182592701346,0.080297177658795,1.3759001438189298,0.188456901087006,0.7004438019463081,0.419701157743102,0.539953807663068
MCF7,DMSO,Serum,15,0.896497919518882,0.171291605164585,0.149339133887281,0.37699907927233706,1.5653553303168601,0.6580813420380489,0.41748751174657395,0.47146365756080205,0.39767403239213794,0.246111294811413,0.196169211749768,0.083729791752995,0.426312973853247,0.11264947048091,0.673387862299591,0.560971919200807,1.57001182385524,1.71396487165317,1.5672929308155301,0.227384974397485,0.285948026183667,0.19284704264542799,0.59330940205177,0.510271597405243,0.6392095027277801,0.444417710600226,0.22854873504975098,3.08424636713447,0.6493948988999699,1.15411601430499,0.19795536502075,1.8082884222755802,2.46616342901536,2.4830701673115896,1.21736479329668,0.07434950019395799,1.3442265231005799,0.186781819321065,0.87721386563173,0.41195605771371707,0.588742514177833
MCF7,GSK690693,NRG1,15,0.802364014010981,0.207735198717225,4.13240268552085,4.478594095830419,1.18953817897337,0.76135567965405,0.433066754556992,0.486220836389879,0.8137411204112829,0.21997644390977397,0.221265950872982,0.09538381170268699,0.42837208830011303,0.12165711712602001,0.975005855128473,0.4871487839912029,1.6176655222054,1.77236287749385,1.45820431191534,0.274285703034168,0.6053865838769039,0.534849146481873,0.685396340320318,0.49128603196952797,0.591308992553155,0.424740542690475,0.234235844500808,5.499543354108879,0.970565214778962,0.945946231423475,0.259436149450388,2.03484100316963,2.43653643588897,2.7574208307610397,1.1355128219419799,0.10286795776443199,1.2512035028477,0.193992161894364,0.43711285463658706,0.34507166464625605,0.7745147840210881
MCF7,GSK690693,PBS,15,0.7391511621790129,0.15614052210885998,0.435045630957677,0.71124117904357,1.24689412096155,0.5832250989116899,0.393280864994303,0.49277478086116405,0.5049797405051271,0.210948825185723,0.19312379120051298,0.075586586683341,0.425127876325265,0.135427830487196,0.762176013097299,0.531560097763371,0.962305691779585,1.17265213249994,1.43853729270055,0.20103986310290803,0.286200914105018,0.257067813127568,0.45300998255492797,0.46264269552813597,0.645270605113145,0.4492457208738329,0.18534007285881102,1.2591216459153702,0.64019945465111,1.0654944416463399,0.22190824593458303,1.10411622222678,1.84475055896498,1.2761337915189799,0.7669314705532719,0.086146773701231,1.1456559072916102,0.181938702657925,0.7013695697741128,0.414043057356973,0.5856843999545
MCF7,PD173074,FGF1,5,0.6727266002848751,0.205348936396531,0.072098054330478,0.242553392805708,1.54334185638497,0.5267035173499269,0.34783191548747494,0.508191107521416,0.36325088529190896,0.26660050568292104,0.222858462057145,0.08446416104101,0.457473238989318,0.116195517439946,0.8931200491475859,0.42528324089471004,1.26468059328199,1.3913930581368703,1.44453599954779,0.224672645765611,0.29957687429931396,0.212359761590371,0.659928567180067,0.54944735734317,0.599443650729298,0.44977504189496004,0.174698644692378,2.3228961470587004,0.6703691120518289,0.994695135272015,0.235420973018719,1.1039826277094098,2.25380875806259,4.07237860625209,1.46107236531723,0.107353535224851,1.21941386589916,0.205638734930249,0.510782994400024,0.357517639842626,0.561949668064773
MCF7,PD173074,NRG1,5,0.793282466534121,0.162807727728809,1.08882335246766,1.26261924436555,1.3465973318572801,0.696517593801601,0.37104990747306,0.457150471634456,0.367900950411655,0.231805958890984,0.21614421329154898,0.11111571746506,0.469756321562318,0.119233303553357,0.936061467639052,0.4708633472317561,1.58874599057928,1.6616049295397801,1.5583627841441599,0.192357541067935,0.6155959483192901,0.535739796555159,0.4441378904538029,0.510452805159717,0.5777842514874799,0.44379892787203706,0.188531262157087,3.9193078570341005,0.7264414885768059,1.1249595365770801,0.19779550099185797,2.07425686134251,1.99305547841443,3.91297873345275,1.43189354187227,0.092707899256854,1.0285492424028,0.19668588537728698,0.550170625650163,0.39470938163507296,0.7225988096932909
MCF7,GSK690693_GSK1120212,FGF1,5,0.71825385456269,0.174418392997383,1.6015117725116101,2.1068678135268604,1.50799582272041,0.5899198726535501,0.372613059953917,0.473330292349734,0.507303599207235,0.25454177914820003,0.21607760827473302,0.10662866846979302,0.40300824541265795,0.12490788508415598,0.8833316564632661,0.47827598466345794,1.52991484332226,1.75262105183241,1.6390963457163399,0.24092075265126703,0.085454767633611,0.3997484633979961,0.5256535336137129,0.5379169561554439,0.6327663752665961,0.44105491458052004,0.20002475161429997,3.22649378659421,0.600660251486875,1.08839628562857,0.204457689294249,2.00160086102967,2.01572312078271,4.25163890311875,1.4548151686071,0.08570630111654802,1.11548232283293,0.19338768000381498,0.6118315905378481,0.34028116019338206,0.551894233724184
MCF7,GSK690693_GSK1120212,NRG1,5,0.781777571992823,0.14395837711061,1.63961494088608,2.27471104221359,1.47277581668315,0.614973170194833,0.40204390770699,0.45345787938629406,0.33677820891938204,0.240797306324087,0.21059185160661603,0.13911744449027202,0.42361914843078,0.12773592169235198,0.752367293669591,0.489090173593686,1.45621399615704,1.5648640515039598,1.69600139389498,0.21369313737942897,0.063219716618045,0.272662777311849,0.452292559056174,0.511378725859679,0.6219460459689929,0.427381571949469,0.185010981333407,3.21703718888216,0.5901125855257529,1.1295872585672602,0.188447359135685,2.03934979772842,1.87961349845481,3.74535095513702,1.29446220121334,0.07820882627425299,0.9291913149515151,0.184561085128786,0.5715192484797851,0.366891070044849,0.6009436902243199
